,ref,publication,city,state,country,award,award_single_word,award_weight,general_category,general_category_single_word,specific_category,name1,title1,name2,title2,name3,title3,name4,title4,name5,title5,name6,title6,name7,title7,name8,title8,name9,title9,name10,title10
269,0006,Gulf News,Dubai,,United arab emirates,Award of Excellence,AE,7,Opinion Design,OPD,"Single Page/Compact 50,000-174,999",Ramachandra Babu,Senior Illustrator,Manal Alafrangi,Opinion Editor,Miguel Angel Gomez,Design Director,Mohammed Almezel,M.E.,Abdul Hamid Ahmad,Executive Director Publications,,,,,,,,,,
270,0766,Gulf News,Dubai,,United arab emirates,Award of Excellence,AE,7,Illustration,ILL,Opinion/Color,Dwynn Ronald Trazo,Senior Infographic Designer,Talib Jariwala,Deputy Design Editor,SM Arshad,Design Editor,Miguel Angel Gomez,Design Director,Mohammed Almezel,Managing Editor,Abdul Hamid Ahmad,Editor-in-Chief,,,,,,,,
271,0778,Gulf News,Dubai,,United arab emirates,Award of Excellence,AE,7,Illustration,ILL,Portrait or Caricature/Color,Dwynn Ronald Trazo,Senior Infographic Designer,Talib Jariwala,Deputy Design Editor,SM Arshad,Design Editor,Miguel Angel Gomez,Design Director,Mohammed Almezel,Managing Editor,Abdul Hamid Ahmad,Editor-in-Chief,,,,,,,,
272,0852,Honolulu Star-Bulletin,Honolulu,Hawaii,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"A-Section/Broadsheet 50,000-174,999",Michael Rovner,M.E./Design,Dennis Oda,Photographer,,,,,,,,,,,,,,,,
273,0725,Honolulu Star-Bulletin,Honolulu,Hawaii,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 50,000-174,999",Michael Rovner,M.E./Design,Dennis Oda,Photographer,,,,,,,,,,,,,,,,
274,0012,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Opinion Design,OPD,"Single Page/Broadsheet 175,000 and over",Steve Brodner,Editorial Cartoonist,Wes Bausmith,Deputy Design Director,,,,,,,,,,,,,,,,
275,0081,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Opinion Design,OPD,"Single Page/Broadsheet 175,000 and over",Steve Brodner,Editorial Cartoonist,Wes Bausmith,Deputy Design Director,,,,,,,,,,,,,,,,
276,0464,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Inside page/Broadsheet 175,000 and over",Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,Mary Cooney,Director of Photography,,,,,,,,,,,,,,
277,0466,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Inside page/Broadsheet 175,000 and over",Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Mary Cooney,Director of Photography,,,,,,,,,,,,,,
278,0638,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Other/Broadsheet 175,000 and over",Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Mary Cooney,Director of Photography,Martina Ibana,Designer,,,,,,,,,,,,
279,0309,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Mary Cooney,Director of Photography,,,,,,,,,,,,,,
280,0314,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Mary Cooney,Director of Photography,,,,,,,,,,,,,,
281,0695,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special Sections,SPS,News/With ads,Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Mary Cooney,Director of Photography,Jeremiah Bogert,Photo Editor,,,,,,,,,,,,
282,0699,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special Sections,SPS,News/With ads,Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Mary Cooney,Director of Photography,Jeremiah Bogert,Photo Editor,,,,,,,,,,,,
283,0546,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Inside page/Broadsheet 175,000 and over",Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,Mary Cooney,Director/Photography,Barbara Davidson,Photographer,,,,,,,,,,,,
284,0318,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,Mary Cooney,Director of Photography,Barbara Davidson,Photographer,,,,,,,,,,,,
285,0298,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Barbara Davidson,Photographer,Mary Cooney,Director of Photography,Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,
286,0038,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Barbara Davidson,Photographer,Mary Cooney,Director of Photography,Kelli Sullivan,Deputy Design Director,,,,,,,,,,,,,,
287,0266,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Breaking News Topics,BNT,Obituaries,Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,Mark Yemma,Designer,Calvin Hom,Director/Photography,Alan Hagman,Photo Editor,,,,,,,,,,
288,0548,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Cover Story/Broadsheet 175,000 and over",Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,Mark Yemma,Designer,Calvin Hom,Director/Photography,Alan Hagman,Photo Editor,,,,,,,,,,
289,0262,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Multi-Day Photo Series,Allen Schaben,Photographer,Brian Van der Brua,Photographer,Mark Boster,Photographer,Rick Loomis,Photographer,Christopher Reynolds,Photographer,Gina Ferrazi,Photographer,Gary Coronado,Photographer,Kathy Pyon,Photo Editor,Ricardo DeAratanha,Photo Editor,Michael Whitley,A.M.E.
290,0193,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Features,Jan Molen,Designer,Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,Kathy Pyon,Photo Editor,Allen Schaben,Photographer,Brian Van der Brug,Photographer,Mark Boster,Photographer,Rick Loomis,Photographer,Gina Ferazzi,Photographer,,
291,0459,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Inside page/Broadsheet 175,000 and over",Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,Mary Cooney,Director of Photography,Barbara Davidson,Photographer,,,,,,,,,,,,
292,0281,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Individual Portfolio,Barbara Davidson,Photographer,Mary Cooney,Director of Photography,Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,
293,0297,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Kelly Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,Mary Cooney,Director/Photography,Barbara Davidson,Photographer,,,,,,,,,,,,
294,0914,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Illustration,ILL,Arts & Entertainment/Color,Joe Morse,Illustrator,Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,,,
295,0816,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Multiple Illustrations,MIL,,Joe Morse,Illustrator,Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,,,
296,1002,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Illustration,ILL,Opinion/Color,Steve Brodner,Illustrator,Wes Bausmith,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,,,
297,0014,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Opinion Design,OPD,"Single Page/Broadsheet 175,000 and over",Steve Brodner,Illustrator,Wes Bausmith,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,,,
298,0077,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Opinion Design,OPD,"Single Page/Broadsheet 175,000 and over",Steve Brodner,Illustrator,Wes Bausmith,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,,,
299,0267,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Breaking News Topics,BNT,Editor's Choice: Local/Regional,Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Steven Hawkins,Deputy Design Director,Paul Gonzales,Deputy Design Director,Wes Basmith,Deputy Design Director,Judy Pryon,Designer,Jan Molen,Designer,An Amlotte,Designer,Ross May,Designer,Paula Taylor,Designer
300,0550,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Other/Broadsheet 175,000 and over",Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Steven Hawkins,Deputy Design Director,Paul Gonzales,Deputy Design Director,Wes Basmith,Deputy Design Director,Judy Pryor,Designer,Jan Molen,Designer,An Moonen,Designer,Ross May,Designer,Paula Taylor,Designer
301,0289,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Multi-Day Photo Series,Calvin Hom,Director/Photography,Alan Hagman,Deputy Photo Editor,Robert St. John,Deputy Photo Editor,Kirk McKoy,Photo Editor,Ken Kwok,Photo Editor,Kathy Pyon,Photographer,Michael Whitley,A.M.E.,Paul Gonzales,Deputy Design Director,Kelli Sullivan,Deputy Design Director,Steven Hawkins,Deputy Design Director
302,0302,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,Kathy Pyon,Photo Editor,,,,,,,,,,,,,,
303,0377,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special Coverage,SPC,News,Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Paul Gonzales,Deputy Design Director,Steven Hawkins,Deputy Design Director,Ross May,Designer,Judy Pryor,Designer,Jan Molen,Designer,An Moonen,Designer,Wes Bausmith,Deputy Design Director,Paula Taylor,Designer
304,0189,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Steven Hawkins,Deputy Design Director,Paul Gonzales,Deputy Design Director,Wes Bausmith,Deputy Design Director,Judy Pryon,Designer,Jan Molen,Designer,An Amlotte,Designer,Ross May,Designer,Paula Taylor,Designer
305,0779,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special Sections,SPS,Multiple Sections/Features/With ads,Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Steven Hawkins,Deputy Design Director,Paul Gonzales,Deputy Design Director,Wes Bausmith,Deputy Design Director,Judy Pryon,Designer,Jan Molen,Designer,An Amlotte,Designer,Ross May,Designer,Paula Taylor,Designer
306,0701,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special Sections,SPS,News/With ads,Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Steven Hawkins,Deputy Design Director,Paul Gonzales,Deputy Design Director,Wes Bausmith,Deputy Design Director,Judy Pryor,Designer,Jan Molen,Designer,An Moonen,Designer,Jim Brooks,Designer,Paula Taylor,A.M.E.
307,0321,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Photo Page Design,Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,Mary Cooney,Director of Photography,Carolyn Cole,Photographer,,,,,,,,,,,,
308,0299,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Single-Day Photo Series,Mary Cooney,Director of Photography,Carolyn Cole,Photographer,Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,
309,0123,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Carolyn Cole,Photographer,Mary Cooney,Director of Photography,Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,
310,0191,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Multi-Day Photo Series,Wally Skalij,Photographer,Robert Gauthier,Photographer,George Wilhelm,Photo editor,Michael Whitley,A.M.E.,Tim Hubbard,Designer,,,,,,,,,,
311,0102,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,Sports,George Wilhelm,Photo Editor,Wally Skalij,Photographer,Michael Whitley,A.M.E.,,,,,,,,,,,,,,
312,0363,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special Coverage,SPC,Sports,Michael Whitley,A.M.E.,Tim Hubbard,Designer,,,,,,,,,,,,,,,,
313,0323,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Features Design, Pages",FDP,"Arts & Entertainment/Broadsheet 175,000 and over",Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,Adam Simpson,Illustrator,,,,,,,,,,,,,,
314,0964,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Miscellaneous,MIS,,Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,Adam Simpson,Illustrator,,,,,,,,,,,,,,
315,0152,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Features,Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,Adam Simpson,Illustrator,,,,,,,,,,,,,,
316,0558,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special Sections,SPS,Features/Section Cover,Paul Gonzales,Deputy Design Director,Michael  Whitley,A.M.E.,Adam Simpson,Illustrator,,,,,,,,,,,,,,
317,0998,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special Sections,SPS,Features/Section Cover,Paul Gonzales,Deputy Design Director,Michael Whitley,A.M.E.,Adam Simpson,Illustrator,,,,,,,,,,,,,,
318,0192,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Breaking News Topics,BNT,Obituaries,Ross May,Designer,Steven  Hawkins,Deputy Design Director,Michael Whitley,A.M.E.,Ken Fallin,Illustrator,,,,,,,,,,,,
319,0787,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Illustration,ILL,Portrait or Caricature/Black & White,Ken Fallin,Illustrator,Michael Whitley,A.M.E.,Ross May,Designer,Steven Hawkins,Deputy Design Director,,,,,,,,,,,,
320,1005,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Multiple Illustrations,MIL,,Robert Carter,Illustrator,Michael Whitley,A.M.E.,,,,,,,,,,,,,,,,
321,0290,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Sports/Broadsheet 175,000 and over",Michael Whitley,A.M.E.,Robert Carter,Illustrator,,,,,,,,,,,,,,,,
322,0715,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Cover Story/Broadsheet 175,000 and over",Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Mary Cooney,Director/Photography,,,,,,,,,,,,,,
323,0717,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Cover Story/Broadsheet 175,000 and over",Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Mary Cooney,Director/Photography,,,,,,,,,,,,,,
324,0196,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Multiple Photos",PMP,Multi-Day Photo Series,Mary Cooney,Director/Photography,Genaro Molina,Photographer,Gary Coronado,Photographer,Carolyn Cole,Photographer,Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,,,,,,,,
325,0061,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,"Photography, Single Photos",PSP,News Feature,Genaro  Molina,Photographer,Mary  Cooney,Director of Photography,Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,,,,,,,,,,,,
326,0287,Los Angeles Times,Los Angeles,Calif.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: International,Michael Whitley,A.M.E.,Kelli Sullivan,Deputy Design Director,Mary Cooney,Director/Photography,,,,,,,,,,,,,,
327,0429,The Louisville Courier-Journal,Louisville,Ky.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Kayla Byler,Designer,Spencer Holladay,Team Leader,Kyle Slagle,Team Leader,Ryan Hildebrandt,Creative Director,Staff,,,,,,,,,,,
328,0719,The Louisville Courier-Journal,Louisville,Ky.,United States,Award of Excellence,AE,7,Special Sections,SPS,News/No ads,Spencer Holladay,Team Leader,Kyle Slagle,Team Leader,Ryan Hildebrandt,Creative Director,,,,,,,,,,,,,,
329,0225,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Breaking News Topics,BNT,Editor's Choice: Local/Regional,Michiela Thuman,News Design Director,Greg Mees,Lead News Designer,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,,,,,,,,,,,,
330,0025,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Michiela Thuman,News Design Director,Greg Mees,Lead News Designer,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,,,,,,,,,,,,
331,0812,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Illustration,ILL,Opinion/Color,Doug Chayka,Illustrator,Kim Maxwell Vu,Senior Designer,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,,,,,,,,,,,,
332,0005,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Opinion Design,OPD,"Single Page/Broadsheet 175,000 and over",Kim Maxwell Vu,Senior Designer,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,Doug Chayka,Illustrator,,,,,,,,,,,,
333,0969,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,News,Greg Mees,Lead News Designer,Ray Grumney,Graphic Director,Aaron Lavinsky,Photographer,Dave Braunger,Digital Designer,Jamie Hutt,Digital Design Director,Josh Penrod,Presentation Director,Deb Pastner,Director of Photography,Derek Simmons,A.M.E./Visuals,Michiela Thuman,News Design Director,Jenni Pinkley,Senior Video Producer
334,0566,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,"News Design, Pages",NDP,"Cover Story/Broadsheet 175,000 and over",Greg Mees,Lead News Designer,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,Michiela Thuman,News Design Director,Aaron Lavinsky,Photographer,,,,,,,,,,
335,0018,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Special News Topics,SNT,Editor's Choice: Local/Regional,Greg Mees,Lead News Designer,Aaron Lavinsky,Photographer,Josh Penrod,Presentation Director,Derek  Simmons,A.M.E./Visuals,Deb Pastner,Director of Photography,Michiela Thuman,News Design Director,,,,,,,,
336,0819,Minneapolis Star Tribune,Minneapolis,Minn.,United States,Award of Excellence,AE,7,Combination Print & Digital,CPD,News,Ray Grumney,Graphics Director,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,Brian Peterson,Photographer,Brandon Ferrill,Designer,Jenni Pinkley,Senior Video Producer,Jamie Hutt,Digital Design Director,Dave Braunger,Digital Designer,Billy Steve Clayton,Digital Designer,,
